yearG3,sex,county,Ndeaths,YLL,pop,YLLper,cRate,rateSE,rateLCI,rateUCI,aRate,aLCI,aUCI,aSE,causeName
2013-2015,Total,Alameda,108,1796,4795160,37.4544,2.25227,0.216725,1.8275,2.67704,2.08573,1.70221,2.53707,0.205647,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,Los Angeles,331,10643,30365600,35.0495,1.09005,0.0599144,0.972617,1.20748,1.05218,0.940245,1.17458,0.058708,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,Sonoma,150,3270,1493510,218.948,10.0435,0.820047,8.43622,11.6507,8.49099,7.12466,10.0772,0.727716,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,Riverside,149,4821,6911820,69.7501,2.15573,0.176604,1.80959,2.50187,2.14113,1.80573,2.52543,0.178412,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,San Francisco,667,12118,2560580,473.253,26.0488,1.00861,24.072,28.0257,22.1042,20.4192,23.9435,0.876669,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,San Bernardino,321,10038,6333910,158.48,5.06796,0.282866,4.51355,5.62236,5.25109,4.68244,5.87741,0.29841,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,Sacramento,257,7217,4419370,163.304,5.81531,0.362749,5.10433,6.52628,5.52437,4.85977,6.26104,0.349922,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,CALIFORNIA,3243,76869,116173000,66.1679,2.79153,0.0490196,2.69546,2.88761,2.65679,2.56481,2.75144,0.0473389,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
2013-2015,Total,CALIFORNIA,153,2206,116173000,1.8989,0.131701,0.0106474,0.110832,0.152569,0.123594,0.104531,0.14539,0.0101334,Unknown/Missing Value
2016-2018,Female,CALIFORNIA,113,652,59798700,1.09033,0.188967,0.0177766,0.154126,0.223809,0.152153,0.124915,0.184443,0.0145841,Tuberculosis
2016-2018,Female,CALIFORNIA,299,6420,59798700,10.736,0.500011,0.0289164,0.443336,0.556686,0.45923,0.407398,0.516384,0.0272342,HIV/ and other Sexually transmitted diseases (STDs)
2016-2018,Female,Los Angeles,240,2620,15612800,16.7812,1.53721,0.0992262,1.34273,1.73168,1.26864,1.11102,1.44504,0.0830753,Hepatitis
2016-2018,Female,CALIFORNIA,992,11531,59798700,19.283,1.6589,0.0526701,1.55567,1.76213,1.34654,1.26263,1.43532,0.0434957,Hepatitis
2016-2018,Female,Contra Costa,270,1115,1752580,63.6206,15.4059,0.937572,13.5683,17.2435,11.201,9.86798,12.6995,0.70159,Respiratory infections
2016-2018,Female,San Joaquin,196,1250,1126300,110.983,17.4021,1.24301,14.9659,19.8384,15.6511,13.507,18.0803,1.13418,Respiratory infections
2016-2018,Female,San Bernardino,385,2261,3272280,69.0955,11.7655,0.599625,10.5902,12.9407,11.8664,10.6969,13.1371,0.612097,Respiratory infections
2016-2018,Female,Ventura,128,494,1293260,38.1981,9.89748,0.874822,8.18286,11.6121,7.23229,6.00868,8.68851,0.653264,Respiratory infections
2016-2018,Female,Orange,852,1914,4837350,39.5671,17.6129,0.60341,16.4303,18.7956,12.8882,12.0198,13.8144,0.450712,Respiratory infections
2016-2018,Female,Sacramento,399,1397,2325580,60.0711,17.157,0.858926,15.4736,18.8405,13.8407,12.4929,15.3139,0.705184,Respiratory infections
2016-2018,Female,Riverside,430,1993,3611500,55.1848,11.9064,0.574178,10.781,13.0318,9.36265,8.48653,10.3215,0.457924,Respiratory infections
2016-2018,Female,Solano,159,695,661669,105.037,24.0301,1.90571,20.295,27.7653,18.1321,15.3767,21.3507,1.46379,Respiratory infections
2016-2018,Female,Los Angeles,3115,7767,15612800,49.7478,19.9516,0.357478,19.251,20.6523,15.2392,14.6979,15.7981,0.27864,Respiratory infections
2016-2018,Female,Kern,156,1056,1312910,80.432,11.882,0.951322,10.0174,13.7466,12.3102,10.4328,14.4534,0.997462,Respiratory infections
2016-2018,Female,Sonoma,119,539,772804,69.746,15.3985,1.41158,12.6318,18.1651,9.25314,7.5866,11.3084,0.892599,Respiratory infections
2016-2018,Female,CALIFORNIA,9631,33489,59798700,56.0029,16.1057,0.164113,15.7841,16.4274,12.2428,11.9947,12.4956,0.127244,Respiratory infections
2016-2018,Female,Tulare,122,817,708291,115.348,17.2246,1.55944,14.1681,20.281,17.2663,14.3095,20.7022,1.57953,Respiratory infections
2016-2018,Female,Fresno,249,1157,1499840,77.1417,16.6018,1.0521,14.5397,18.6639,14.9501,13.1172,16.999,0.965658,Respiratory infections
2016-2018,Female,Placer,120,267,581649,45.904,20.631,1.88334,16.9397,24.3223,11.7292,9.67588,14.2932,1.09812,Respiratory infections
2016-2018,Female,Alameda,335,1201,2525430,47.5563,13.2651,0.724749,11.8446,14.6856,10.4074,9.30038,11.6318,0.580611,Respiratory infections
2016-2018,Female,San Mateo,168,431,1177750,36.5953,14.2645,1.10053,12.1075,16.4215,8.6299,7.33305,10.1678,0.688593,Respiratory infections
2016-2018,Female,Santa Clara,324,929,2901330,32.0198,11.1673,0.620405,9.95132,12.3833,8.26768,7.37588,9.25265,0.467935,Respiratory infections
2016-2018,Female,San Diego,616,2242,4963350,45.1711,12.411,0.500053,11.4309,13.3911,9.21848,8.48759,10.0062,0.380562,Respiratory infections
2016-2018,Female,Stanislaus,133,550,834475,65.9097,15.9382,1.38201,13.2295,18.6469,13.8021,11.5227,16.4652,1.21551,Respiratory infections
2016-2018,Female,San Francisco,197,559,1302820,42.9068,15.121,1.07733,13.0095,17.2325,8.85925,7.60725,10.3852,0.663085,Respiratory infections
2016-2018,Female,CALIFORNIA,261,10739,59798700,17.9586,0.436465,0.0270165,0.383513,0.489416,0.487374,0.429764,0.5508,0.0303147,Maternal conditions
2016-2018,Female,Orange,344,1945,4837350,40.208,7.11133,0.383417,6.35985,7.86282,5.37927,4.81247,6.00601,0.297201,Other Infectious Diseases
2016-2018,Female,San Joaquin,218,1140,1126300,101.216,19.3554,1.31092,16.7861,21.9248,17.4401,15.1712,19.9936,1.19785,Other Infectious Diseases
2016-2018,Female,San Francisco,147,785,1302820,60.2538,11.2832,0.930622,9.45921,13.1072,7.40673,6.19662,8.90413,0.644969,Other Infectious Diseases
2016-2018,Female,Sacramento,391,2423,2325580,104.189,16.813,0.850272,15.1465,18.4795,13.91,12.5402,15.4069,0.716874,Other Infectious Diseases
2016-2018,Female,Tulare,122,1347,708291,190.176,17.2246,1.55944,14.1681,20.281,17.0034,14.0921,20.3899,1.55522,Other Infectious Diseases
2016-2018,Female,San Mateo,124,515,1177750,43.7276,10.5286,0.945495,8.67545,12.3817,6.74627,5.57782,8.1633,0.624555,Other Infectious Diseases
2016-2018,Female,Kern,186,1838,1312910,139.994,14.167,1.03878,12.131,16.203,14.4095,12.3857,16.6964,1.0716,Other Infectious Diseases
2016-2018,Female,Sonoma,114,391,772804,50.595,14.7515,1.3816,12.0436,17.4594,9.08614,7.42378,11.1398,0.891113,Other Infectious Diseases
2016-2018,Female,Alameda,265,1567,2525430,62.0489,10.4933,0.644597,9.22989,11.7567,8.58265,7.55767,9.72828,0.539529,Other Infectious Diseases
2016-2018,Female,Riverside,276,2434,3611500,67.3958,7.64225,0.460009,6.74065,8.54385,6.36201,5.62121,7.18882,0.389624,Other Infectious Diseases
2016-2018,Female,Los Angeles,863,5275,15612800,33.7865,5.52753,0.188159,5.15875,5.89632,4.39951,4.10479,4.71245,0.152953,Other Infectious Diseases
2016-2018,Female,Stanislaus,167,902,834475,108.092,20.0126,1.54862,16.9773,23.0478,17.5824,14.9782,20.5706,1.38188,Other Infectious Diseases
2016-2018,Female,Contra Costa,228,1191,1752580,67.957,13.0094,0.861569,11.3208,14.6981,9.11331,7.94213,10.4473,0.618048,Other Infectious Diseases
2016-2018,Female,CALIFORNIA,6303,37596,59798700,62.871,10.5404,0.132765,10.2802,10.8006,8.26846,8.0614,8.48025,0.106306,Other Infectious Diseases
2016-2018,Female,San Diego,509,2097,4963350,42.2497,10.2552,0.454553,9.36427,11.1461,7.71712,7.0476,8.44386,0.349302,Other Infectious Diseases
2016-2018,Female,Ventura,142,827,1293260,63.947,10.98,0.921422,9.17406,12.786,8.42463,7.06256,10.0242,0.725603,Other Infectious Diseases
2016-2018,Female,Fresno,304,2215,1499840,147.683,20.2689,1.1625,17.9904,22.5473,18.8586,16.7593,21.1768,1.10253,Other Infectious Diseases
2016-2018,Female,San Bernardino,304,2237,3272280,68.3621,9.29016,0.532827,8.24583,10.3345,9.38588,8.34851,10.5248,0.544716,Other Infectious Diseases
2016-2018,Female,Santa Clara,219,1459,2901330,50.2873,7.54826,0.510064,6.54855,8.54797,5.91376,5.14094,6.78342,0.408079,Other Infectious Diseases
2016-2018,Female,CALIFORNIA,950,6814,59798700,11.3949,1.58866,0.0515431,1.48764,1.68969,1.27683,1.19545,1.36305,0.0421985,Mouth and oropharynx cancers
2016-2018,Female,Los Angeles,232,1897,15612800,12.1503,1.48596,0.0975584,1.29475,1.67718,1.23199,1.07603,1.40685,0.0822586,Mouth and oropharynx cancers
2016-2018,Female,San Diego,111,693,4963350,13.9624,2.23639,0.212269,1.82035,2.65243,1.8186,1.4898,2.20879,0.176138,Mouth and oropharynx cancers
2016-2018,Female,Los Angeles,183,1144,15612800,7.32734,1.17212,0.0866455,1.0023,1.34194,0.971681,0.833657,1.12871,0.0731156,Oesophagus cancer
2016-2018,Female,CALIFORNIA,902,5449,59798700,9.11224,1.50839,0.0502241,1.40996,1.60683,1.1931,1.11523,1.27577,0.0403935,Oesophagus cancer
2016-2018,Female,Orange,171,1602,4837350,33.1173,3.53499,0.270328,3.00516,4.06483,2.8534,2.43329,3.33611,0.222875,Stomach cancer
2016-2018,Female,Los Angeles,691,6323,15612800,40.499,4.42587,0.168368,4.09587,4.75587,3.67733,3.40281,3.97053,0.142759,Stomach cancer
2016-2018,Female,Santa Clara,115,959,2901330,33.0538,3.9637,0.369617,3.23926,4.68814,3.18238,2.62024,3.84322,0.300772,Stomach cancer
2016-2018,Female,San Diego,138,1171,4963350,23.593,2.78038,0.236682,2.31649,3.24427,2.26598,1.89642,2.69665,0.19695,Stomach cancer
2016-2018,Female,CALIFORNIA,2075,18718,59798700,31.3017,3.46998,0.0761759,3.32068,3.61928,2.87517,2.75014,3.0051,0.0644899,Stomach cancer
2016-2018,Female,San Bernardino,112,1205,3272280,36.8245,3.42269,0.323414,2.78881,4.05657,3.38586,2.77812,4.09642,0.325451,Stomach cancer
2016-2018,Female,Riverside,473,3201,3611500,88.6335,13.097,0.602203,11.9167,14.2773,10.6409,9.68907,11.6767,0.496943,Colon and rectum cancers
2016-2018,Female,Sacramento,306,2394,2325580,102.942,13.158,0.752194,11.6838,14.6323,11.0413,9.81545,12.3958,0.643746,Colon and rectum cancers
2016-2018,Female,Sonoma,132,863,772804,111.671,17.0807,1.48668,14.1668,19.9945,11.1625,9.26555,13.4544,1.01296,Colon and rectum cancers
2016-2018,Female,Los Angeles,2050,14030,15612800,89.8625,13.1303,0.29,12.5619,13.6987,10.6797,10.2138,11.1638,0.240317,Colon and rectum cancers
2016-2018,Female,San Joaquin,141,767,1126300,68.0991,12.5189,1.05428,10.4525,14.5852,11.4095,9.57729,13.5312,0.97576,Colon and rectum cancers
2016-2018,Female,Alameda,305,2013,2525430,79.7093,12.0772,0.691536,10.7218,13.4326,9.9252,8.82232,11.1482,0.57921,Colon and rectum cancers
2016-2018,Female,Santa Clara,295,1617,2901330,55.7331,10.1678,0.591989,9.00747,11.328,7.88793,7.00025,8.87085,0.466373,Colon and rectum cancers
2016-2018,Female,Fresno,153,1078,1499840,71.8745,10.2011,0.824711,8.58471,11.8175,9.53615,8.05919,11.2354,0.785262,Colon and rectum cancers
2016-2018,Female,Contra Costa,237,1516,1752580,86.5011,13.5229,0.878409,11.8013,15.2446,9.94015,8.6834,11.3634,0.662823,Colon and rectum cancers
2016-2018,Female,Orange,610,3999,4837350,82.6692,12.6102,0.510572,11.6095,13.610900000000001,9.68521,8.91848,10.5114,0.399211,Colon and rectum cancers
2016-2018,Female,Ventura,186,1324,1293260,102.377,14.3823,1.05456,12.3154,16.4492,11.3011,9.69992,13.1397,0.84809,Colon and rectum cancers
2016-2018,Female,CALIFORNIA,7724,53240,59798700,89.0321,12.9167,0.14697,12.6286,13.2047,10.3729,10.1383,10.6123,0.120381,Colon and rectum cancers
2016-2018,Female,San Diego,641,4934,4963350,99.4087,12.9147,0.510099,11.9149,13.9145,10.3597,9.55301,11.2256,0.419869,Colon and rectum cancers
2016-2018,Female,Solano,105,665,661669,100.503,15.869,1.54865,12.8337,18.9043,12.2151,9.94792,14.9572,1.21628,Colon and rectum cancers
2016-2018,Female,San Francisco,174,1080,1302820,82.8969,13.3556,1.01249,11.3712,15.3401,9.34216,7.95813,11.0123,0.734438,Colon and rectum cancers
2016-2018,Female,San Mateo,140,814,1177750,69.1151,11.8871,1.00464,9.91805,13.8562,8.22024,6.8834,9.81028,0.712364,Colon and rectum cancers
2016-2018,Female,Kern,121,1127,1312910,85.8399,9.21617,0.837834,7.57405,10.8583,9.61962,7.95903,11.5494,0.887457,Colon and rectum cancers
2016-2018,Female,San Bernardino,410,3392,3272280,103.659,12.5295,0.618787,11.3167,13.7423,12.2039,11.0339,13.4735,0.611938,Colon and rectum cancers
2016-2018,Female,Stanislaus,134,1041,834475,124.749,16.058,1.3872,13.3391,18.7769,14.6359,12.2244,17.441,1.28578,Colon and rectum cancers
2016-2018,Female,San Diego,293,1965,4963350,39.5902,5.90328,0.344873,5.22734,6.57921,4.70384,4.17124,5.29571,0.279873,Liver cancer
2016-2018,Female,Santa Clara,167,957,2901330,32.9849,5.75598,0.445411,4.88299,6.62897,4.63246,3.94773,5.4151300000000004,0.363319,Liver cancer
2016-2018,Female,Sacramento,179,1265,2325580,54.3951,7.69701,0.575302,6.56944,8.82459,6.48252,5.55265,7.54233,0.492774,Liver cancer
2016-2018,Female,San Bernardino,189,1304,3272280,39.8499,5.77579,0.420127,4.95235,6.59922,5.70915,4.91178,6.60813,0.422103,Liver cancer
2016-2018,Female,Riverside,204,1347,3611500,37.2975,5.64862,0.395482,4.87349,6.42375,4.59259,3.97728,5.29304,0.325204,Liver cancer
2016-2018,Female,Orange,275,1804,4837350,37.2931,5.68493,0.342814,5.01303,6.35683,4.43293,3.9155,5.01107,0.272162,Liver cancer
2016-2018,Female,Alameda,136,768,2525430,30.4107,5.38523,0.461779,4.48016,6.2903,4.25043,3.55547,5.06523,0.370417,Liver cancer
2016-2018,Female,Los Angeles,1029,6399,15612800,40.9857,6.59077,0.20546,6.18807,6.99346,5.43646,5.10436,5.78698,0.172087,Liver cancer
2016-2018,Female,CALIFORNIA,3617,23448,59798700,39.2116,6.04863,0.100573,5.85151,6.24575,4.85232,4.69301,5.01642,0.0819577,Liver cancer
2016-2018,Female,Kern,116,832,1312910,63.3707,8.83534,0.82034,7.2275,10.4432,9.06406,7.46991,10.9248,0.852768,Pancreas cancer
2016-2018,Female,Riverside,368,2060,3611500,57.04,10.1897,0.531173,9.14859,11.2307,8.18409,7.36047,9.09123,0.431309,Pancreas cancer
2016-2018,Female,Ventura,177,868,1293260,67.1173,13.6864,1.02873,11.6701,15.7026,10.1831,8.7138,11.8833,0.778815,Pancreas cancer
2016-2018,Female,San Joaquin,109,695,1126300,61.7065,9.67771,0.926957,7.86091,11.4945,8.6952,7.11809,10.5615,0.845018,Pancreas cancer
2016-2018,Female,San Mateo,143,550,1177750,46.6994,12.1418,1.01535,10.1518,14.1319,8.29364,6.96514,9.87284,0.707414,Pancreas cancer
2016-2018,Female,San Diego,562,2492,4963350,50.2081,11.323,0.477632,10.3869,12.2591,9.01476,8.27241,9.81564,0.386841,Pancreas cancer
2016-2018,Female,Sacramento,272,1572,2325580,67.5961,11.696,0.709176,10.3061,13.086,9.52023,8.40481,10.7622,0.586768,Pancreas cancer
2016-2018,Female,Contra Costa,224,1046,1752580,59.6835,12.7812,0.853978,11.1074,14.4549,9.31339,8.10823,10.684,0.636142,Pancreas cancer
2016-2018,Female,San Francisco,150,612,1302820,46.9749,11.5135,0.94007,9.6709599999999991,13.356,8.02927,6.76658,9.57797,0.671805,Pancreas cancer
2016-2018,Female,Sonoma,106,547,772804,70.7812,13.7163,1.33224,11.1051,16.3274,8.48624,6.89472,10.4681,0.854302,Pancreas cancer
2016-2018,Female,Los Angeles,1706,9474,15612800,60.6812,10.927,0.264551,10.4085,11.4455,8.93064,8.50542,9.37413,0.219575,Pancreas cancer
2016-2018,Female,San Bernardino,297,1838,3272280,56.1688,9.07624,0.526657,8.04401,10.1085,8.96681,7.96031,10.0742,0.528758,Pancreas cancer
2016-2018,Female,Alameda,258,1445,2525430,57.218,10.2161,0.636026,8.96951,11.4627,8.38,7.37189,9.50828,0.53078,Pancreas cancer
2016-2018,Female,Santa Clara,285,1297,2901330,44.7036,9.82308,0.581869,8.68264,10.9635,8.00653,7.09141,9.01929,0.48102,Pancreas cancer
2016-2018,Female,Orange,512,2423,4837350,50.0894,10.5843,0.467765,9.66751,11.5011,8.22106,7.51438,8.98744,0.368611,Pancreas cancer
2016-2018,Female,Fresno,130,711,1499840,47.4052,8.66761,0.7602,7.17764,10.1576,8.24418,6.86776,9.84502,0.734374,Pancreas cancer
2016-2018,Female,CALIFORNIA,6577,34759,59798700,58.1267,10.9986,0.13562,10.7328,11.2644,8.77333,8.55931,8.9921,0.109863,Pancreas cancer
2016-2018,Female,Orange,1271,5540,4837350,114.526,26.2747,0.736996,24.8302,27.7192,20.534300000000002,19.4041,21.7237,0.584742,"Trachea, bronchus and lung cancers"
2016-2018,Female,San Luis Obispo,174,693,411750,168.306,42.2587,3.20362,35.9797,48.5376,24.6893,21.0764,29.0865,1.91618,"Trachea, bronchus and lung cancers"
2016-2018,Female,CALIFORNIA,16387,79780,59798700,133.414,27.4036,0.214071,26.9841,27.8232,22.0068,21.6662,22.3521,0.17444,"Trachea, bronchus and lung cancers"
2016-2018,Female,Los Angeles,3531,16768,15612800,107.399,22.6161,0.380601,21.8702,23.3621,18.6482,18.0289,19.2857,0.318585,"Trachea, bronchus and lung cancers"
2016-2018,Female,Fresno,341,1951,1499840,130.081,22.7358,1.23121,20.3227,25.1489,21.6389,19.3698,24.1281,1.1896,"Trachea, bronchus and lung cancers"
2016-2018,Female,Marin,140,456,401461,113.585,34.8726,2.94727,29.0961,40.6492,19.3764,16.2392,23.3378,1.67135,"Trachea, bronchus and lung cancers"
2016-2018,Female,Tulare,157,862,708291,121.701,22.166,1.76904,18.6988,25.6333,22.3151,18.9288,26.1788,1.7988,"Trachea, bronchus and lung cancers"
2016-2018,Female,Humboldt,104,721,204473,352.614,50.8625,4.98747,41.0872,60.6377,34.0083,27.6064,41.8687,3.43715,"Trachea, bronchus and lung cancers"
2016-2018,Female,Contra Costa,517,2278,1752580,129.98,29.4994,1.29738,26.9566,32.0422,21.7613,19.8873,23.7985,0.97753,"Trachea, bronchus and lung cancers"
2016-2018,Female,Santa Cruz,101,480,417164,115.063,24.2111,2.40909,19.4894,28.9328,19.6659,15.8793,24.2651,2.03563,"Trachea, bronchus and lung cancers"
2016-2018,Female,Stanislaus,270,1642,834475,196.77,32.3557,1.9691,28.4963,36.215,28.47,25.1331,32.1864,1.75545,"Trachea, bronchus and lung cancers"
2016-2018,Female,San Mateo,299,1058,1177750,89.8326,25.3875,1.4682,22.5099,28.2651,17.4796,15.5174,19.6871,1.0308,"Trachea, bronchus and lung cancers"
2016-2018,Female,Solano,251,1219,661669,184.231,37.9344,2.3944,33.2414,42.6273,27.7241,24.3663,31.5295,1.76828,"Trachea, bronchus and lung cancers"
2016-2018,Female,Santa Barbara,170,715,671855,106.422,25.3031,1.94066,21.4995,29.1067,19.5382,16.6375,22.9088,1.5394,"Trachea, bronchus and lung cancers"
2016-2018,Female,San Francisco,382,1713,1302820,131.484,29.3209,1.50019,26.3806,32.2613,20.4157,18.3715,22.7334,1.07036,"Trachea, bronchus and lung cancers"
2016-2018,Female,Riverside,1055,5207,3611500,144.178,29.2122,0.89937,27.4495,30.975,23.5191,22.1077,25.0127,0.731176,"Trachea, bronchus and lung cancers"
2016-2018,Female,Sacramento,781,4033,2325580,173.419,33.5831,1.2017,31.2278,35.9383,28.0847,26.1191,30.1766,1.02094,"Trachea, bronchus and lung cancers"
2016-2018,Female,Monterey,158,840,649735,129.283,24.3176,1.9346,20.5259,28.1094,20.7504,17.5684,24.4124,1.69104,"Trachea, bronchus and lung cancers"
2016-2018,Female,San Diego,1394,6260,4963350,126.125,28.0859,0.752241,26.6115,29.5603,22.3828,21.2047,23.6188,0.60914,"Trachea, bronchus and lung cancers"
2016-2018,Female,Kern,349,2104,1312910,160.255,26.5822,1.42291,23.7933,29.371,27.7869,24.9088,30.9294,1.50841,"Trachea, bronchus and lung cancers"
2016-2018,Female,Santa Clara,637,3191,2901330,109.984,21.9554,0.869907,20.2505,23.6604,17.7968,16.4236,19.2663,0.714619,"Trachea, bronchus and lung cancers"
2016-2018,Female,El Dorado,135,654,276410,236.605,48.8405,4.20352,40.6017,57.0792,29.7272,24.841,35.7947,2.60505,"Trachea, bronchus and lung cancers"
2016-2018,Female,Ventura,372,1840,1293260,142.276,28.7645,1.49137,25.8415,31.6876,21.9507,19.74,24.3905,1.15772,"Trachea, bronchus and lung cancers"
2016-2018,Female,Shasta,147,706,272265,259.306,53.9915,4.45315,45.2635,62.7195,32.8438,27.6079,39.2055,2.78746,"Trachea, bronchus and lung cancers"
2016-2018,Female,Sonoma,337,1237,772804,160.066,43.6074,2.37545,38.9516,48.2632,27.2042,24.2954,30.4842,1.52587,"Trachea, bronchus and lung cancers"
2016-2018,Female,San Bernardino,833,4898,3272280,149.682,25.4562,0.882007,23.7275,27.185,25.1197,23.4168,26.9222,0.883984,"Trachea, bronchus and lung cancers"
2016-2018,Female,Alameda,648,3158,2525430,125.048,25.659,1.00798,23.6834,27.6346,21.1947,19.5662,22.9421,0.847405,"Trachea, bronchus and lung cancers"
2016-2018,Female,Merced,107,641,410219,156.258,26.0836,2.5216,21.1414,31.0259,26.8538,21.9594,32.5912,2.62312,"Trachea, bronchus and lung cancers"
2016-2018,Female,Placer,220,883,581649,151.81,37.8235,2.55006,32.8255,42.8215,22.2955,19.4112,25.6755,1.52241,"Trachea, bronchus and lung cancers"
